,target,ConstrPattern
12576,носиться 1.3,Snom V {ADV / PRтраект + Sx}
12577,носиться 1.8,Snom V в + Sloc
12578,носиться 1.11,Snom V с + Sins
12579,носиться 1.5,Snom V {ADV / PRкуда + Sx}
12580,носиться 1.6,Snom V {ADV / PRкуда + Sx} по + Sdat
12581,носиться 5.2,Snom V в + Sloc
12582,представиться 1.9,Snom V к + Sdat
12583,представиться 1.8,Snom V как + Snom Sdat
12584,представиться 1.6,Snom V в качестве + Sgen
12585,уговорить 3.1,как V CL
12586,пугать 1.4,V что + CL
12587,просить 3.5,милости просим Vinf
12588,глядеть 16.1 (идиом.),CL на ночь глядя
12589,глядеть 15.1 (идиом.),CL куда глаза V
12590,глядеть 1.10,Snom V {ADV / PRоткуда + Sx} на + Sacc
12591,глядеть 9.4,Vimper Rel + CL
12592,глядеть 14.1 (идиом.),CL1 того и гляди CL
12593,блуждать 2.5,Snom V по + Sdat
12594,блуждать 2.6,Snom V PRгде + Sx
12595,блуждать 2.7,Snom V
12596,блуждать 3.1 (экзист),Snom V по + Sdat
12597,блуждать 3.2,Snom V PRгде + Sx
12598,блуждать 4.1 (идиом.),Snom V {ADV / PRгде + Sx}
12599,блуждать 3.3,Snom V у + Sgen
12600,блуждать 1.5 (метаф.),Snom V {ADV / PRгде + Sx}
12601,блуждать 2.8,Snom V по + Sdat
12602,блуждать 3.4,Snom V
12603,говориться 4.1 (идиом.),как Vimpers CL
12604,говориться 2.5,в + Sloc V «CL»
12605,говориться 1.4,Snom V от + Sgen
12606,говориться 1.6,Snom V с + Sins
12607,говориться 1.5,Snom V Sins
12608,передать 5.8,Snom V CL
12609,очутиться 1.2,Snom V PR + Sx
12610,выдержать 7.1 (идиом.),Snom V Sacc
12611,предназначить 1.5,Snom V Sacc на + Sacc
12612,предназначить 1.2,Snom V Sacc в + Sacc
12613,предназначить 1.4,Snom V Sacc к + Sdat
12614,передать 6.3,Snom V Sacc по + Sdat
12615,передать 1.5,Snom V Sacc Sdat в + Sacc
12616,передать 6.2,Snom V Sacc Sdat на + Sacc
12617,передать 1.6,Snom V Sacc PRоткуда + Sx Sdat
12618,передать 4.6,Snom V «CL» PRкуда + Sx
12619,грозить 3.8,Snom V за + Sacc
12620,грозить 2.7 (окказ.),Snom V Sdat за + Sacc «CL»
12621,грозить 3.6,Snom V от + Sgen
12622,поместить 5.2,Snom V Sacc
12623,поместить 5.3,Snom V Sacc на + Sloc
12624,поместить 4.1,Snom V Sacc
12625,надоесть 1.8,Snom V
12626,надоесть 1.7,Vimpers Vinf
12627,надоесть 1.5,Snom V Sdat с + Sins
12628,надоесть 1.6,Snom V с + Sins
12629,заявить 1.6,Snom V «CL»
12630,заявить 1.7,Snom V Sdat «CL»
12631,мучить 2.2,Snom V
12632,миновать 5.1,Snom V Sacc
12633,миновать 1.2,Snom V
12634,миновать 1.3,Snom V Sacc
12635,мыть 1.7,Snom V
12636,мыть 1.5,Snom V Sdat Sacc Sins
12637,мыть 1.4,Snom V Sdat Sacc
12638,мыть 1.6,Snom V Sacc на + Sloc
12639,выделяться 3.2,Snom V {ADV / PRгде + Sx}
12640,пожать 2.1,Snom V Sacc
12641,пожать 3.1,Snom V Sacc
12642,платить 1.18,Snom V за + Sacc по + NUMacc + Sgen в + Sacc
12643,грозить 3.5,Vinf V Sdat
12644,получиться 2.7,Snom V с + Sins
12645,защищать 2.2,Snom V
12646,заявить 1.4,Snom V CL
12647,заявить 1.10,Snom V о + Sloc CL
12648,заявить 1.9,как V Snom CL
12649,заявить 1.8,"как V Sdat Snom, CL"
12650,миновать 4.3,не Vinf Vinf2
12651,вытереть 1.7,Snom V Sacc Sins с + Sgen
12652,рубить 1.4,Snom V Sacc на + Sacc
12653,рубить 7.3,Snom V про + Sacc что + CL
12654,рубить 1.6,Snom V
12655,рубить 1.7,Snom V Sacc
12656,рубить 8.1,Snom V Sins
12657,рубить 7.1,Snom V Sacc
12658,платить 1.19,Snom V за + Sacc
12659,платить 1.20,Snom V из + Sgen за + Sacc
12660,платить 1.21,Snom V Sacc Sins
12661,платить 1.23,Snom V Sdat по + Sdat за + Sacc
12662,представить 5.7,Snom V CL
12663,представить 4.5,Snom V Sacc как + Sacc
12664,представить 5.8,Snom V CL себе
12665,представить 4.4,Snom V Sacc в + Sloc
12666,представить 4.6,Snom V Sacc PRгде + Sx
12667,забросить 1.2,Snom V
12668,забросить 1.5,Snom V Sacc
12669,прийтись lf,Snom V по + Sdat Sdat
12670,грызть 1.8,Snom V
12671,грызть 1.9,Snom V
12672,дразнить 1.10,Snom V «CL»
12673,дразнить 1.11,Snom V
12674,дразнить 1.12,Snom V [Sacc] «CL»
12675,дразнить 1.13,Snom V друг + друга
12676,обидеться 1.6,Snom V за + Sacc
12677,обидеться 1.5,«CL» Snom V
12678,обидеться 1.7,«CL» Snom V за + Sacc
12679,обидеться 1.3,Snom V что + CL
12680,происходить 2.5,Snom V PRкуда + Sx
12681,возить 1.9,Snom V Sdat {Vinf / Sacc}
12682,возить 3.1,Snom V Sacc ADV/Sins
12683,возить 2.5,Snom V Sacc {ADV / PRоткуда + Sx} {ADV/PRкуда + Sx}
12684,смутиться 1.3,Snom V Sins
12685,смутиться 1.4,Snom V Sgen
12686,смутиться 1.5,Snom V в + Sloc
12687,смутиться 1.6,Snom V про + себя
12688,любоваться 1.3,Snom V
12689,смутиться 1.5,Snom V «CL»
12690,успокоиться 1.2,Snom V «CL»
12691,успокоиться 4.2,Snom V
12692,пройти 16.2,Snom V ADV
12693,пройти,Snom / Sgen V
12694,"пройти lf (о слухе, молве)",Snom V в + Sloc
12695,обидеться 1.8,Snom V Sins
12696,обидеться 1.4,«CL» Snom V на + Sacc
12697,успокоиться 1.1,Snom V от + Sgen
12698,успокоиться 1.1,Snom V Sins
12699,пройти 1.6,Snom V {ADV / мимо + Sgen}
12700,пройти,Snom V {без + Sen}
12701,пройти 1.5,Snom V {Sins / по + Sdat}
12702,пройти,Snom V Sdat
12703,пройти 15.4,Snom V {ADV / PRгде + Sx}
12704,тосковать 1.1,Snom V без + Sgen
12705,тосковать 1.1,Snom V от + Sgen
12706,тосковать 3,Snom V «CL»
12707,тосковать 1,Snom V {от + Sgen / ADV}
12708,тосковать 1,Snom V по + Sloc
12709,сердиться 1.8,Snom V «CL»
12710,сердиться 1.6,Snom V при + Sloc
12711,сердиться 1.9,Snom V от + Sgen
12712,сердиться 1.5,Snom V из-за + Sgen
12713,приехать,Snom V {ADV / PRоткуда + Sx} {ADV / PRкуда + Sx}
12714,приехать,Snom V с + Sins
12715,приехать,Snom V с + Sins {ADV / PRкуда + Sx}
12716,выписать 8.2,Snom V Sacc Sdat
12717,выписать 3.4,Snom V Sacc Sdat {в + Sloc / на + Sloc}
12718,греметь 6.1,в + Sloc Vimpers
12719,объясняться 1.3,Snom V в + Sloc Sdat
12720,прогреметь 4.5,Snom V {по + Sdat / на + Sacc} Sins
12721,греметь 1.7,V Sins
12722,пострадать 4.1,Snom V
12723,страдать 4.2,Snom V {из-за + Sgen / от + Sgen}
12724,страдать 4.3,Snom V {ADV / PRгде + Sx}
12725,рассчитать 1.4,Snom V Sacc
12726,прибежать 1.5,Snom V {ADV / c + Sins}
12727,забить 14.1 [псих.].,Vimpers Sacc
12728,говориться 2.6,как в + Sloc V «CL»
12729,цвести 2.3,Snom V {ADV / PRгде + Sx}
12730,цвести 2.4,Snom V {ADV / PRгде + Sx}
12731,цвести 4.1,Snom V
12732,носиться 1.13,Snom V {ADV / PRтраект + Sx} в + Sloc
12733,представиться 3.3,Snom V Sdat Sins
12734,освободить,Snom V Sacc {ADV / PRоткуда + Sx}
12735,освободить,Snom V Sacc от + Sgen
12736,укрепить 4.3,Snom V Sacc
12737,укрепить 5.4,Snom V Sacc
12738,рубить 2.3,Snom V по + Sdat
12739,рубить 9.1,Snom V [«фишку»] {ADV / в + Sloc / по + Sdat}
12740,вытереть 3.1,Snom V Sacc в + Sloc
12741,хлопотать 4.2,Snom V
12742,хлопотать 2.7,Snom V Vger
12743,баловать 4.1,Snom _V_ с + Sins
12744,закрыть 6.2,Snom V Sacc на + Sacc
12745,жаловаться 1.6,Snom V {«CL» / CL}
12746,предполагать 1.8,Snom V Sacc {ADV / в + Sloc}
12747,предназначить 1.3,Snom V Sacc Sdat
12748,поместить 1.3,Snom V Sacc
12749,пользоваться 4.1 (устар.) лечиться,Snom V {ADV / PRгде + Sx}
12750,получиться 2.8,Vimpers
12751,получиться 3.4,V так что + CL
12752,защищать 4.4,Snom V Sacc от + Sgen Sins
12753,защищать 2.3,Snom V Sacc от + Sgen
12754,защищать 3.3,Snom V Sacc Sins
12755,глядеть 1.11,Snom V {ADV / PRкуда + Sx} Ains + Sins
12756,говориться 1.7,Snom V о + Sloc
12757,ошибаться 1.5,Snom V Vger
12758,ошибаться 1.8 (вводн.),если Snom не V CL
12759,ошибаться 1.7,Snom V в + NUM + раз
12760,ошибаться 1.6,Snom V Rel + CL
12761,действовать 1.6,Snom V против + Sgen
12762,надоесть 1.9,Vimpers
12763,заявить 4.1,Snom V о + себе
12764,заявить 4.2,Snom V о + себе Sdat
12765,заявить 5.1,Snom V Sacc на Sacc
12766,миновать 3.2,Snom V
12767,миновать 4.4,не V Sgen
12768,мыть 2.1,Snom V Sacc
12769,мочь 1.3,Snom V
12770,объясняться 2.5,Snom V для + Sgen
12771,объясняться 3.5,Snom V Sins
12772,довериться 1.1,Snom V Sdat
12773,обязаться 1.1,Snom V Vinf
12774,повредить 3.1,Snom V Sacc
12775,повредить 3.2,Snom V Sacc Sdat
12776,клохтать 1.1,Snom V
12777,объединить 4.1,Snom V Sacc
12778,объединить 3.4,Snom V Sacc
12779,объединить 3.3,Snom V Sacc
12780,объединить 3.1,Snom V Sacc
12781,объединить 3.2,Snom V Sacc в + Sacc
12782,мыкать 1.1,Snom V Sacc
12783,оглядываться 3.2,Snom V {ADV / на + Sacc}
12784,мыкать 1.2,Snom V горе
12785,мыкать 2.1,Snom V Sacc по + Sdat
12786,мыкать 3.1,Snom V Sacc
12787,черпаться 1.1,Snom V из + Sgen
12788,щипаться 1.1,Snom V
12789,щепать 1.1,Snom V Sacc Sins
12790,заявиться 1.1,Snom V {ADV / PRкуда + Sx}
12791,вдохновляться 1.1,Snom V Sins
12792,вдохновлять 2.1,Snom V Sacc
12793,завесить 1.1,Snom V Sacc Sins
12794,завесить 1.2,Snom V Sacc Sins от + Sgen
12795,доказать 1.5,Snom V Rel + CL
12796,греметь 1.6,Vimpers {ADV / PRоткуда + Sx}
12797,греметь 3.4,Snom V
12798,идти 11.3,Snom V в + Sacc
12799,идти 1.11,Snom V
12800,идти 13.4,Snom V
12801,идти 1.12,Snom V {ADV / PRкуда + Sx} за + Sins
12802,идти 15.2,Snom V на + рекорд
12803,идти 11.4,Snom V ADV
12804,идти 13.5,Snom V за + Sins
12805,идти 27.1,Snom V в + руки Sdat
12806,идти 1.13,Snom V с + Sins
12807,идти 26.2,Snom V {ADV / на + Sacc}
12808,выступить 6.3,Snom V из + Sgen на + свет
12809,выступить 6.4,Snom V на + свет
12810,выступить 10.7,Snom V {в + защиту + Sgen / на + стороне + Sgen / в + пользу + Sgen} {ADV / PRгде + Sx}
12811,выступить 5.6,Snom V PRгде + Sx
12812,выступить 6.5,Snom V в + Sloc Sins
12813,выступить 8.11,Snom V по + Sdat с + Sins
12814,выступить 9.3,Snom V {Sins / в + качестве + Sgen / в + роли + Sgen} {ADV / PRгде + Sx}
12815,выступить 8.12,Snom V {ADV / PRгде + Sx} ADV
12816,выступить 8.13,Snom V ADV
12817,остаться 1.10,Snom V Vinf {ADV / PRгде + Sx}
12818,остаться 5.6,Snom V {Ains / один / Sins} {ADV / PRгде + Sx}
12819,остаться 5.7,Snom V {Ains / один / Sins} {на + Sacc / до + Sgen}
12820,остаться 3.4,Snom V {Ains / один / Sins} после + Sgen
12821,остаться 2.11,Vinf V {ADV / Num} Sdat
12822,остаться 5.9,Snom V в + дураках
12823,остаться 5.8,Snom V на + бобах
12824,остаться 5.10,Snom V с + Sins
12825,остаться 2.12,Snom V на + Sacc
12826,остаться 5.11,Snom V {Ains / один / Sins / ADV} для + Sgen
12827,достигнуть 3.2,Snom V Sdat до + Sgen
12828,лететь 5.5,Snom V {ADV / PRтраект + Sx / Sins} на + Sloc
12829,лететь 3.6,Snom V {ADV / PRоткуда + Sx} {Sacc / на + Sacc / за + Sacc / ADV}
12830,лететь 9.1 (идиом.),Snom V в + тартарары
12831,забежать 3.7,Snom V Vinf
12832,лететь 9.2,Snom V на + ветер
12833,кудахтать 1.1,Snom V
12834,кудахтать 2.1,Snom V
12835,кудахтать 1.2,Snom V Sins
12836,кудахтать 2.2,Snom V Sins
12837,кудахтать 2.3,Snom V «CL»
12838,кудахтать 2.4,Snom V Sacc
12839,кудахтать 2.5,Snom V Sacc Sdat
12840,кудахтать 2.6,Snom V «CL» Sdat
12841,курлыкать 1.1,Snom V
12842,курлыкать 2.1,Snom V
12843,курлыкать 3.1,Snom V
12844,курлыкать 3.2,Snom V Sacc
12845,курлыкать 3.3,Snom V «CL»
12846,курлыкать 3.4,Snom V с + Sins
12847,мурлыкать 1.1,Snom V
12848,мурлыкать 2.1,Snom V
12849,мурлыкать 3.2,Snom V Sacc
12850,мурлыкать 3.1,Snom V
12851,мурлыкать 3.3,Snom V «CL»
12852,мурлыкать 3.4,Snom V Sacc про + себя
12853,мурлыкать 3.5,Snom V Sacc себе под + нос
12854,мурлыкать 4.1,Snom V
12855,разрешить 2.2,Snom V Sacc
12856,щекотать 1.1,Snom V Sacc
12857,щекотать 1.2,Snom V Sacc
12858,щекотать 1.3,Snom V Sdat Sacc
12859,щекотать 1.4,Snom V Sacc за + Sacc
12860,щекотать 1.5,Snom V Sacc Sins
12861,щекотать 1.6,Snom V Sacc Sins
12862,щекотать 2.1,Snom V Sacc
12863,щекотать 2.2,Snom V Sdat Sacc
12864,щекотать 2.3,V Sacc
12865,щекотать 2.4,V в + Sloc
12866,щекотать 2.5,у + Sgen V в + Sloc
12867,щекотать 3.1,Snom V Sacc
12868,щекотать 3.2,Snom V Sdat Sacc
12869,полоскать 1.1,Snom V Sacc
12870,полоскать 1.2,Snom V Sacc в + Sloc
12871,полоскать 1.3,Snom V Sacc в + Sloc
12872,полоскать 1.4,Snom V Sacc Sins
12873,полоскать 2.1,Snom V Sacc
12874,полоскать 2.2,Snom V Sacc Sins
12875,полоскать 3.1,Snom V Sacc
12876,полоскать 1.5,Snom V Sacc под + Sins
12877,полоскать 3.2,Snom V Sins на + Sloc
12878,полоскать 4.1,Snom V по + Sdat
12879,полоскать 5.1,Snom V мозги
12880,полоскать 5.2,Snom V Sdat мозги
12881,прыскать 1.1,Snom V Sacc {ADV / PRкуда + Sx}
12882,прыскать 1.2,Snom V Sins {ADV / PRкуда + Sx}
12883,прыскать 1.3,Snom V Sacc Sins
12884,прыскать 1.4,Snom V Sins
12885,прыскать 2.1,Snom V
12886,прыскать 2.2,Snom V {ADV / PRоткуда + Sx}
12887,прыскать 2.3,Snom V {ADV / PRкуда + Sx}
12888,прыскать 3.1,Snom V Sins
12889,прыскать 4.1,Snom V {ADV / PRкуда + Sx}
12890,прыскать 5.1,Snom V {ADV / PRкуда + Sx}
12891,прыскать 6.1,Snom V
12892,прыскать 6.2,Snom V со + смеху
12893,прыскать 6.3,Snom V {ADV / PR + Sx}
12894,завалить 2.3,Sacc V Sins
12895,полоскаться 1.1,Snom V
12896,полоскаться 1.2,Snom V в + Sloc
12897,полоскаться 1.3,Snom V в + Sloc
12898,полоскаться 2.1,Snom V {ADV / PRгде + Sx}
12899,полоскаться 2.2,Snom V на + Sloc
12900,полоскаться 2.3,Snom V по + Sdat
12901,полоскаться 3.1,Snom V
12902,полоскаться 3.2,Snom V между + Sins
12903,вспоминаться 1.1,Snom V
12904,вспоминаться 1.2,V что + CL
12905,вспоминаться 1.3,V Rel + CL
12906,вспоминаться 1.4,{Snom / что + CL / Rel + CL} V Sdat
12907,вспоминаться 1.5,Snom V как + Snom
12908,вспоминаться 1.6,Snom V Sdat как + Snom
12909,обнаруживаться 1.1,Snom V
12910,обнаруживаться 2.1,Snom V
12911,обнаруживаться 2.2,Snom V {ADV / PRгде + Sx}
12912,обнаруживаться 3.1,Snom V
12913,обнаруживаться 3.2,Snom V {ADV / PRгде + Sx}
12914,обнаруживаться 4.1,Snom V
12915,обнаруживаться 4.2,V что + CL
12916,вмещаться 1.1,Snom V {ADV / PRкуда + Sx}
12917,вмещаться 1.2,Snom V {ADV / PRгде + Sx}
12918,вмещаться 2.1,Snom V {ADV / PRкуда + Sx}
12919,ассоциироваться 1.1,Snom V с + Sins
12920,ассоциироваться 1.2,Snom V с + Sins у + Sgen
12921,ассоциироваться 1.3,Snom V с + Sins для + Sgen
12922,ассоциироваться 2.1,Snom V с + Sins
12923,хныкать 1.1,Snom V
12924,хныкать 1.2,Snom V от + Sgen
12925,хныкать 2.1,Snom V
12926,хныкать 2.2,Snom V что + CL
12927,хныкать 2.3,Snom V «CL»
12928,колыхаться 1.1,Snom V
12929,колыхаться 1.2,Snom V от + Sgen
12930,колыхаться 1.3,Snom V на + Sloc
12931,колыхаться 1.4,Snom V {ADV / PRгде + Sx}
12932,колыхаться 2.1,Snom V
12933,колыхаться 2.2,Snom V от + Sgen
12934,колыхаться 2.3,Snom V {ADV / PRгде + Sx}
12935,колыхать 1.1,Snom V Sacc
12936,колыхать 1.2,Snom V Sacc {ADV / PRгде + Sx}
12937,колыхать 2.1,Snom V Sacc
12938,колыхать 3.1,Snom V Sacc
12939,колыхать 3.2,V Sacc Conj + CL
12940,колыхать 3.3,V Sacc Rel + CL
